,project,link,amount,tags,dune_namespace,oso_name
1009,Venom & Fang,https://vote.optimism.io/retropgf/3/application/0xd1dff3d8e1413ab2640763b44af7ef52d8a80f14bb04986f4804574aa71d6dca,39670.22,RetroPGF3,,
1010,Verso,https://vote.optimism.io/retropgf/3/application/0xe87b160ad7b2d7a9e13982760509cf6bb1467ce6ea19626fe4970280cdefb6e8,0.0,RetroPGF3,,
1011,VitaDAO,https://vote.optimism.io/retropgf/3/application/0x1189ec9f3fefecc6f06cc85b2ee87798bb78c54f541d8da5e29390ae8fa5bc2d,22116.86,RetroPGF3,,
1012,WASD,https://vote.optimism.io/retropgf/3/application/0xbff2ae300da0871d1241325f143822c7281690f37d84ccdefd4f8b5d3d6be304,74534.46,RetroPGF3,,
1013,WOOFi,https://vote.optimism.io/retropgf/3/application/0xfbc5b3bbff7b3e97d80ae04bfefc389dd9caf7085ce788d752bd3a04cf1165fa,38223.26,RetroPGF3,,
1014,Web3 Data Degens,https://app.optimism.io/retropgf-discovery/0x2Ae8c972fB2E6c00ddED8986E2dc672ED190DA06,9657.0,RetroPGF2,,
1015,Web3ForGood,https://vote.optimism.io/retropgf/3/application/0x5d62c2b0ea27ae7683a5e112858901605cc47a14681e537b6cac7103da001bda,19875.86,RetroPGF3,,
1016,Web3Native,https://vote.optimism.io/retropgf/3/application/0x70b69055f61045ae4ea36c1078a413f7d32a237c052b78047efbf8c38fe44652,0.0,RetroPGF3,,
1017,Web3beach,https://app.optimism.io/retropgf-discovery/0xEFEdaf9c07E6eB56BB8F82f30018e4461B1c5F4c,10735.0,RetroPGF2,,
1018,Web3bridge,https://vote.optimism.io/retropgf/3/application/0xe51d0e1c3aab90e21468e3764fab7c9eb69645432dd5ca4a7cba91f3ed156bc4,28819.99,RetroPGF3,,
1019,Web3xplorer,https://vote.optimism.io/retropgf/3/application/0xd0d30ee0aaf6677230ac5acb46193af636b1888b0793cb8eb6f3c175d9f35221,14906.89,RetroPGF3,,
1020,"Web3xplorer: A curated web platform to discover useful web3 apps, resources and tools",https://gov.optimism.io/t/final-web3xplorer-a-curated-web-platform-to-discover-useful-web3-apps-resources-and-tools/6143,18000.0,"Missions Season 4, Cycle 13, Intent 3, Builders Grant",,
1021,Webacy,https://vote.optimism.io/retropgf/3/application/0x1e9b3321fa23259baa2e24c4282c3f9569692888e907a17b984c36bf0efc96e9,0.0,RetroPGF3,,
1022,Where has the OP Gone?,https://app.optimism.io/retropgf-discovery/0x4f41877773e44F2275dA1942FEe898556821bf66,65056.0,RetroPGF2,,
1023,Woosh,https://vote.optimism.io/retropgf/3/application/0xbc5e56099c6de4d39fcd36d44db1331a819281956214a50218245864c9d18ec4,0.0,RetroPGF3,,
1024,XomNFT,https://vote.optimism.io/retropgf/3/application/0xf9713a96a949426afc4139884b71adab7b17dd6f269fc2ad8f4f8623ca01162a,5128.96,RetroPGF3,,
1025,ZEFIRIUM,https://vote.optimism.io/retropgf/3/application/0x82c761226b539bc24e8924cad9983b5edf337c5d4318d629421904abd371a503,4968.96,RetroPGF3,,
1026,ZachXBT,https://vote.optimism.io/retropgf/3/application/0x29a4b00f46a4eb31db8a962dfa202fe79f02ba3dc9dd49c98d993eb6189d72aa,149455.01,RetroPGF3,,
1027,ZachXBT,https://app.optimism.io/retropgf-discovery/0x9D727911B54C455B0071A7B682FcF4Bc444B5596,188574.0,RetroPGF2,,
1028,Zapper,https://app.optimism.io/retropgf-discovery/0x7f9D4208D404d86396F856C4f3db0195bB677f17,27793.0,RetroPGF2,,
1029,Zipswap,https://gov.optimism.io/t/gf-phase-0-proposal-zipswap/1131,900000.0,"Grants Season 1, Cycle 1 (Phase 0)",,
1030,Zuzalu,https://vote.optimism.io/retropgf/3/application/0x0d0e25080679f616ff720b738c084c971d67c39a9e0a9cdec4541f011376a72d,99379.28,RetroPGF3,,
1031,[RFG-3] Trail of Bits Security Reviews,https://app.charmverse.io/op-grants/page-5155094715852848,400000.0,"Grants Season 4, Cycle 15, RFG3",,
1032,arabianhorses,https://vote.optimism.io/retropgf/3/application/0xf87b7f797e8df50d31171f12138cb6980a9c0bf2c19f846fbcf44ccdbd440062,0.0,RetroPGF3,,
1033,banterlytics,https://vote.optimism.io/retropgf/3/application/0xe4023251b0538517567388cdd107415b505169fca86081402f62cda741fb7f7e,0.0,RetroPGF3,,
1034,bh2smith,https://vote.optimism.io/retropgf/3/application/0x0217ac586cd82d3e19fb6e208aaa6a2d59b3fbbe43dc594749d1425f152a177e,9937.93,RetroPGF3,,
1035,borderless,https://vote.optimism.io/retropgf/3/application/0x2839cc9328681813ec1e29293cbec14d3b835ffd5c2ab3af0abc0acf160c27db,0.0,RetroPGF3,,
1036,c2ba,https://vote.optimism.io/retropgf/3/application/0xe166384404f3f711dc62738c7ae7493865b8130bfb02d281a97c0fd3a31e9705,0.0,RetroPGF3,,
1037,coinman,https://vote.optimism.io/retropgf/3/application/0x2be7f3d97285899944dc774d48ae5bb1c1df672d68fdee9c77e03b6974fdcb6d,0.0,RetroPGF3,,
1038,cp0x,https://app.optimism.io/retropgf-discovery/0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,4378.0,RetroPGF2,,
1039,criptomommy,https://vote.optimism.io/retropgf/3/application/0x8d2746b81e20c419e84f2148ab48fe51d028ebb53377039ed37e40f135f6feac,17142.93,RetroPGF3,,
1040,cryptolawyer,https://vote.optimism.io/retropgf/3/application/0x9d192d74ebbf2326632012667abda8b9c1c993cda9ee4fa3968bcc37607a7b24,4968.96,RetroPGF3,,
1041,daboyshine,https://vote.optimism.io/retropgf/3/application/0x6c138f65797f29f8378d1a8bfe362a242b858401b1eddd45717abe7d553693a3,5962.76,RetroPGF3,,
1042,diligit,https://app.optimism.io/retropgf-discovery/0x25a2dF1d1310da75e8BC115cc797673E777B7e27,31482.0,RetroPGF2,,
1043,donnoh,https://app.optimism.io/retropgf-discovery/0x33D66941465ac776C38096cb1bc496C673aE7390,10130.0,RetroPGF2,,
1044,donnoh.eth,https://vote.optimism.io/retropgf/3/application/0xbfff1e92ab7d10ccc59fc3f26df800c8c3c632e4ebe3c8f416aa2871569b18b7,9937.93,RetroPGF3,,
1045,dudedodut,https://vote.optimism.io/retropgf/3/application/0xc56adc46c6687b1b8b40930bf6724b819917ac03b0b9f83e7f02ea219098275b,0.0,RetroPGF3,,
1046,far.quest,https://vote.optimism.io/retropgf/3/application/0x5d6729e302997ffbc275b1f03a437a3fd2e493b205b1c58888ebfdaba50bafa3,14906.89,RetroPGF3,,
1047,flink,https://vote.optimism.io/retropgf/3/application/0x3306bffd50aad7f470b0bbdf71e379e0150a72956483b4c53aae12a35336a4c9,24357.86,RetroPGF3,,
1048,gang,https://vote.optimism.io/retropgf/3/application/0xa1e63dbe5365f402c1a594f2867c310dbcdd55e7b7681670ef20a2820bf18bdf,0.0,RetroPGF3,,
1049,geleeroyale,https://vote.optimism.io/retropgf/3/application/0xc7f01f655621b8fb18c4cc61fd51eb28c91f730774a757d63cddee4fc4a02dab,4968.96,RetroPGF3,,
1050,ghostlinkz,https://vote.optimism.io/retropgf/3/application/0xc0b7848433e5918db316a4f3735252a60c15be0ca6d9da79a2a2d65b65e19b57,0.0,RetroPGF3,,
1051,herocast,https://vote.optimism.io/retropgf/3/application/0x9074d96ab8e27fd5e8086fdbde349932d2c69c70da18dd38e25acacba394b5c0,0.0,RetroPGF3,,
1052,ilyessghz,https://vote.optimism.io/retropgf/3/application/0xb4831ed3f4f28e666b5a9f94de5b54569793576ae9072e69b48f043dde3742e3,4968.96,RetroPGF3,,
1053,indexed.xyz,https://vote.optimism.io/retropgf/3/application/0x7f79282eea83f7969d81ae6254a31fc755e299c5bce901c2e241f60564159fbe,38223.26,RetroPGF3,,
1054,jaxcoder,https://vote.optimism.io/retropgf/3/application/0x94cd29637ae8c90214e1e4953feb4f5d3052c41c2dcf5c39d33a585c25c5cca7,0.0,RetroPGF3,,
1055,jordanmmck,https://vote.optimism.io/retropgf/3/application/0x85c5d3e6042e4c2e0ee421e480b749e83b0b741220fbbc50c7bf88eda47f213d,9937.93,RetroPGF3,,
1056,jordanmmck,https://app.optimism.io/retropgf-discovery/0x2B1Bfc5dCD4E21CeAA5F512e350b00c585dAE894,5567.0,RetroPGF2,,
1057,markg85,https://vote.optimism.io/retropgf/3/application/0xe3ed647a584d9ba739324fa51e1d5810bf2db62570cb7491cc0c63eac8a44e4a,0.0,RetroPGF3,,
1058,mehran @ castle,https://vote.optimism.io/retropgf/3/application/0xb61ed750e99be2df7e825ec88ab34f4e52afa65478f54ed8e8229ce391608cea,0.0,RetroPGF3,,
1059,monaditar,https://vote.optimism.io/retropgf/3/application/0x8c7bfa1af3e8e0a16c688a3304b534cdc1926b27841623ea3b1990775b09a0fb,0.0,RetroPGF3,,
1060,polynya,https://vote.optimism.io/retropgf/3/application/0x639313c5da7056c1827ea1609066c4746bf74d886936551b77a13f63406d3889,72049.98,RetroPGF3,,
1061,prego,https://vote.optimism.io/retropgf/3/application/0x5493ad25a21ade46d776ee122fa64cb3a396fd32d014b919fde940c73cc75fdf,0.0,RetroPGF3,,
1062,r72.fi,https://vote.optimism.io/retropgf/3/application/0xc6cbf9c5e892a9fdbdf109e6bfab5af0c1b584bcd2d6c40d677549942c315df5,0.0,RetroPGF3,,
1063,raho & tnorm,https://vote.optimism.io/retropgf/3/application/0xf48c8f1be7eecbf735c46a7d49cea0a493de50bfac64b4e1da5082a2e73bf24a,17189.63,RetroPGF3,,
1064,raise_exception (rotate.eth),https://app.optimism.io/retropgf-discovery/0x400aBc3DAE98Ec5aEEF2681b40D4CEd0A5aff934,2044.0,RetroPGF2,,
1065,rhino.fi,https://vote.optimism.io/retropgf/3/application/0x6ff9260b94544e3a51d026a98f7c3d7a420d32f8ccb169a592a7de913f42be06,38223.26,RetroPGF3,,
1066,ruslanklinkov,https://vote.optimism.io/retropgf/3/application/0xd34b4064a58bb43e3e537d449351804c9a57dc0a1b262face17a73c367152843,4968.96,RetroPGF3,,
1067,satorrr,https://vote.optimism.io/retropgf/3/application/0x2ce0a71770e02af9a60965fd214e45283cc8adf5328ba54fecc9799b6c5adf6a,9937.93,RetroPGF3,,
1068,simple8720,https://vote.optimism.io/retropgf/3/application/0x4cd6a82325cb804aaa19bbc8a3900e4cfc7c9e1f8ab014a9e6318488bf6dd35f,0.0,RetroPGF3,,
1069,sorryvrerror,https://vote.optimism.io/retropgf/3/application/0x16975e7a89132161310d5fb63766352915c0311044748fa7ee80ea507812edde,14906.89,RetroPGF3,,
1070,sunce86,https://vote.optimism.io/retropgf/3/application/0x82426eab338a4383b2ab55d94d41ffd46770a1f5f217f0c3fa81fbb5a0964dc4,0.0,RetroPGF3,,
1071,supernova,https://vote.optimism.io/retropgf/3/application/0x5e11cabdb73600171d8fc02a26c7c2c571d46db0988690efb842ba0ce3b77e99,0.0,RetroPGF3,,
1072,thesleeper.eth Thai OP contents,https://app.optimism.io/retropgf-discovery/0x00409fC839a2Ec2e6d12305423d37Cd011279C09,20381.0,RetroPGF2,,
1073,web3made,https://vote.optimism.io/retropgf/3/application/0x16d6ac20ee0a1f9075007e8d88a05bee1badce36f104d907a6826afb79bd96de,4968.96,RetroPGF3,,
1074,webOfTrust,https://vote.optimism.io/retropgf/3/application/0x0240b8b7a7f5ea55e524af0552a37d087c05af579484b2e88d8a96e382b96976,19875.86,RetroPGF3,,
1075,yAcademy/yAudit,https://vote.optimism.io/retropgf/3/application/0x19bb8ea55d16ee9859efbee9041d8d205023bf3a3c3e70d4a2a07627c3a1f41e,0.0,RetroPGF3,,
1076,zenbit.eth,https://vote.optimism.io/retropgf/3/application/0x904fafc79d5a1e200399edc47fbe95e69530075f8a699866ff7ccbd3f5567cb7,0.0,RetroPGF3,,
1077,zerokn0wledge,https://vote.optimism.io/retropgf/3/application/0xa86ba3d6a29e11a4be7ae1368f0ade28a6baf49383e0872eebc128409f384c65,11580.67,RetroPGF3,,
1078,Layer3,https://retrolist.app/project/0x91a4420e2fcc8311e97dad480f201a8ce221f2cd64c2de77280cbcc6ce193752,500000.0,RetroFunding4,,layer3xyz
1079,Zora,https://retrolist.app/project/0x9102357674825ed224734387fbefbf41c16fe5d9764c2f7f3e897ad3325d3990,500000.0,RetroFunding4,,zora
1080,LI.FI,https://retrolist.app/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806,481556.181462625,RetroFunding4,,lifinance
1081,Stargate Finance,https://retrolist.app/project/0x62e37e96aa6e1cbfb6bd24b97c4b8f1e12cc3fe35d5388d2f041c42a12b40745,426708.1075878472,RetroFunding4,,stargate-finance
1082,ODOS,https://retrolist.app/project/0xd5b4c54b12bf86f6eb67fec81032809a16ff1c4b4c7f0d5898fc86367db86ca6,359091.1519216381,RetroFunding4,,odos-xyz
1083,0x Protocol,https://retrolist.app/project/0x0fad18f37ecec4f4f4ca18e60c353eb11462363e8aa14562b5d96af54108d106,349239.497960119,RetroFunding4,,0xproject
1084,Sound.xyz,https://retrolist.app/project/0x70a31809b59034a137b8ba57b092412879e779f0ea527f091776dca521edc7af,276764.68349176866,RetroFunding4,,sound-xyz
1085,Synthetix,https://retrolist.app/project/0xcf10a15439ef8c56e1b6c22641544012bfd032c7b584d1160a7d743cb770875b,256650.05230933233,RetroFunding4,,synthetix
1086,Account Abstraction - ERC-4337,https://retrolist.app/project/0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6,227800.19210816425,RetroFunding4,,eth-infinitism-account-abstraction
1087,Aerodrome Finance,https://retrolist.app/project/0x4288aacdda65af69c03b2c9b9d057e2b93ed1b7671e481b03c6a7b33349d2365,219455.7939008108,RetroFunding4,,aerodrome-finance
1088,Sushiswap,https://retrolist.app/project/0x41b2ae8a2ead458ff7c85549a9a11380353e1ae4b234666312d495326636f77a,175529.8085020429,RetroFunding4,,sushi
1089,Kwenta,https://retrolist.app/project/0x945e356d400d37b4cd548ca3b53d4ee41a075c8b4befd0b8589947b6d8721ad4,167055.2536630703,RetroFunding4,,kwenta
1090,Perp V2 - Curie,https://retrolist.app/project/0x4cf98b5dec7f0f51eb6b88ecb15639bafc7320bdc6e21ac443f4c58ebeb1245b,159562.30039877567,RetroFunding4,,perpetual-protocol
1091,Dmail Network,https://retrolist.app/project/0xcbfdcf8f724d73504d1518d5ecd7d7256b12d37e68cd84569b383bfb6e2eeea4,156095.43917277525,RetroFunding4,,dmailofficial
1092,LayerZero,https://retrolist.app/project/0x3230536d9c471231698a0fe66daeeda963282f2b594ce5a47d3dbfa53ac9d4a5,144549.8701809798,RetroFunding4,,layer-zero
1093,Ionic Protocol,https://retrolist.app/project/0xbcb5c437d5347be21add3972512679054416805274f80e85ab8053ae79340a69,143820.58687836764,RetroFunding4,,ionicprotocol
1094,Boost,https://retrolist.app/project/0x5c4cbf1cf48fea0f82cfdf33b94f43910f3062b6cca1fbfe46d4ee7e1f5506d1,140782.41645431446,RetroFunding4,,rabbithole
1095,Party.app + Party Protocol,https://retrolist.app/project/0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a,139571.82388757344,RetroFunding4,,party-dao
1096,Synapse Protocol,https://retrolist.app/project/0xefaeef1446de875ab6e50d31c8dbe776f99d884cb8cb68d50b1384067e4aeb6b,138120.182101218,RetroFunding4,,synapse
1097,Aave,https://retrolist.app/project/0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754,137982.0257567201,RetroFunding4,,aave
1098,Seamless Protocol,https://retrolist.app/project/0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,129822.5059340384,RetroFunding4,,seamless-protocol
1099,Velodrome Finance,https://retrolist.app/project/0x08df6e20a3cfabbaf8f34d4f4d048fe7da40447c24be0f3ad513db6f13c755dd,121073.8784665951,RetroFunding4,,velodrome
1100,Rainbow (Rainbow Router),https://retrolist.app/project/0xffffeb1d3576c1e847701c225975ee1a10259e05366b477e98fea7a47c5e5896,119144.91625120846,RetroFunding4,,rainbow
1101,WOOFi,https://retrolist.app/project/0x000c2ce4773defb3010a58d3800d0ec9d432189c574ba26d3103f1db44a5af6d,116271.06584547056,RetroFunding4,,woonetwork
1102,Holograph Foundation,https://retrolist.app/project/0x1a6ff49fed19e164fd6b39f668f391cfc7fc493906e942c74997aacee91be632,113944.04493180878,RetroFunding4,,holograph
1103,Kim Exchange,https://retrolist.app/project/0x69f13f6351489812a9052412e273ba726383744c8c482ac877c6a4e9f3b1d3ad,111197.09165657806,RetroFunding4,,kim-protocol
1104,deBridge,https://retrolist.app/project/0xf24315614063278ba3543e1717791132a9afa79b0e65baa01a85bcccbdfa215f,109625.03244291007,RetroFunding4,,debridge-finance
1105,NFTs2Me,https://retrolist.app/project/0xd54e1032bf16d649f8f8f0a7da42a249966ad4a270b4c17b24ded1e32c97b2bf,96867.3148003648,RetroFunding4,,nfts2me
1106,far.quest - Farcaster Super App,https://retrolist.app/project/0x182f5a5c04ccdc4739ee9f362af72d7a0f55d6b410cc9dc2b52dc7f99f06f3f9,94370.98242776663,RetroFunding4,,wieldlabs
1107,Manifold,https://retrolist.app/project/0x8e60d35b5b545cfb3a2264c6f95024c0359b00a3febcb7a56967934ce917783c,86356.35105200403,RetroFunding4,,manifold
1108,Zerion,https://retrolist.app/project/0xd61084147c0e08c9a304348584c6bd0e9974a4073bff55f6b1728730b6ce07f7,83042.2887640092,RetroFunding4,,zerion
1109,Highlight,https://retrolist.app/project/0x331511dd6300baf10a35b2d3f3953fd7160412b970049b3a63b64564ce26c347,83003.21774892065,RetroFunding4,,highlightxyz
1110,Maverick Protocol,https://retrolist.app/project/0xeb377d41abbae2f67ac73ca422839208377f5823d189b3435874946e194324ea,81776.39178412159,RetroFunding4,,maverickprotocol
1111,Moonwell,https://retrolist.app/project/0xd4f0252e6ac2408099cd40d213fb6f42e8fa129b446d6e8da55e673598ef14c0,80156.75239191155,RetroFunding4,,moonwell-fi
1112,Tarot,https://retrolist.app/project/0x526522707f6c225a9bc7ea54e572f995eb3c794f34756f514d976c61729e8a8d,79151.89502923444,RetroFunding4,,tarot-finance
1113,LogX,https://retrolist.app/project/0x6af74a9a8d1b53bc559f1341fdc76464ad4624641f9c5749ab327040b6319d2a,77004.27289439722,RetroFunding4,,eugenix.io
1114,fxhash,https://retrolist.app/project/0xa2a580dae44336df1cbcb7a5303880f393068fb96116e10e180e10f5745dccd4,75952.94829460379,RetroFunding4,,fxhash
1115,Paragraph,https://retrolist.app/project/0x9da706c1c51cd59ee70b5814c10246ed1a786cb1a77339e84d96ed006b5792ce,75342.81554889402,RetroFunding4,,paragraph-xyz
1116,Across Protocol,https://retrolist.app/project/0x72723e07fe409557489a6643b43d9493a94c10ba68230b0527f01834cb6a550f,73918.9959105746,RetroFunding4,,across
1117,Basepaint,https://retrolist.app/project/0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11,71569.54794573021,RetroFunding4,,basepaint
1118,Gitcoin Passport,https://retrolist.app/project/0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d,69078.00724516406,RetroFunding4,,passportxyz
1119,RubyScore,https://retrolist.app/project/0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373,67262.08448763892,RetroFunding4,,rubyscore
1120,Compound Finance,https://retrolist.app/project/0xd3d00c946f62ac8cf49a85e3ab7d295d3b56f68d0b9f1fa4d595742fa372cf78,65940.14889984163,RetroFunding4,,compound-finance
1121,Decent.xyz,https://retrolist.app/project/0x38c38455bb0fd71d2929fcf799279569ab5f5c5d3e1f92f8642ce87aa25accdf,62948.852186765915,RetroFunding4,,decent
1122,Zeronym,https://retrolist.app/project/0xf7669f10edbb4ca465f6a6b5ec7e90521a0011e8b3233c43e3cd0dd22633d67f,61100.558904546626,RetroFunding4,,holonym-foundation
1123,Multicall3,https://retrolist.app/project/0xf1d9b05abe0f41beab3e5f4b829afd9a7ba3679829d4be72c45e0d340f7bffaa,59711.16505226709,RetroFunding4,,multicall-mds1
1124,BaseSwap,https://retrolist.app/project/0xca3f26e1c876e821d2384a5cb699c6be494f9810301c2e2be49c232656262642,56989.96936079508,RetroFunding4,,baseswapfi
1125,Extra Finance,https://retrolist.app/project/0x512f97f1de28ad530f752d53bf4f56ed16d34a3121f0512cd5a0485c2074b312,55862.89817204767,RetroFunding4,,extra-finance
1126,Owlto Finance,https://retrolist.app/project/0x5bf4cb9356352d8d123d9925d213594088a16a5aacb407030a2b25de728217bd,55495.17728607747,RetroFunding4,,owlto-finance
1127,Thales Protocol,https://retrolist.app/project/0x32544f86ae24d37df67bb6e7eb98eca5003932567225ed85e34f72bd0dc859db,54808.46289330259,RetroFunding4,,thales
1128,ParaSwap,https://retrolist.app/project/0x40666399bef533ba8b13292f910c26f5523b057ed33a51d3d90d2fe0079a1c9e,54431.71844030911,RetroFunding4,,paraswap
1129,Supswap,https://retrolist.app/project/0x89d5dbc8003e6b6919273e991bba7d6a951491a408e47978a22baa046d225941,54348.62735052436,RetroFunding4,,supswap
1130,Balancer,https://retrolist.app/project/0x1c33980ce1d1290b5300719114dbe2cade0b820cb2b45321b715fd53d7abc8d2,52330.90193945302,RetroFunding4,,balancer
1131,pods.media,https://retrolist.app/project/0x098fca4a62159ddfc2c45dc2931a727d56f039b8f68e31222b927aaf2ce75b9e,51573.998824948125,RetroFunding4,,pods-media
1132,CyberConnect Protocol,https://retrolist.app/project/0xf0e2abf650dc97b4223f82ef94fc6251942fff0f4d75d49d63a4017610045907,50167.01556521936,RetroFunding4,,cyberconnecthq
1133,Sonne Finance,https://retrolist.app/project/0x636ce56a00ff90ba0bbe96b4d581a09414da0d3ed44b71ae38b29b9be7ff20a6,48482.162734824735,RetroFunding4,,sonne-finance
1134,OpenOcean,https://retrolist.app/project/0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740,48285.797762792914,RetroFunding4,,openocean-finance
1135,Multicaller,https://retrolist.app/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c,47046.33963024664,RetroFunding4,,multicaller-vectorized
1136,Orderly Network,https://retrolist.app/project/0x52d9a9709aeb50c10afb0f67a35f1a538bc6897c9f45161d39c37fd566fbe19a,44090.43992440312,RetroFunding4,,orderlynetwork
1137,Ethereum Attestation Service (EAS),https://retrolist.app/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5,44060.98767715274,RetroFunding4,,ethereum-attestation-service
1138,Superfluid,https://retrolist.app/project/0x3ecbf66c1b21342b26acb0f7d4c6b8bbbef168ffafff3f425de3503fd8dfa535,43937.52394425918,RetroFunding4,,superfluid
1139,$ENJOY,https://retrolist.app/project/0x3fd997714a3a9df6dce8a21992dcae361b34432d39b7fd7e04e52eaf0aeaa588,43177.806774924706,RetroFunding4,,enjoy-tech
1140,iZUMi Finance,https://retrolist.app/project/0x229cb4bd0c69afd89939b1e1364be950a79045c8233ee9278a6224814873c314,41589.840080533,RetroFunding4,,izumi-finance
1141,Smol,https://retrolist.app/project/0x79fa54d6c030c7803827e96933fc93b092f638079c738d13a27a08b3905b95ec,41299.11411407112,RetroFunding4,,smoldapp
1142,Coinvise,https://retrolist.app/project/0xc7bd0b2faaf873e06066c2a986c2b657ee4c9b31a61bfb5e91825e1dee546dbc,40795.66113484204,RetroFunding4,,coinvise
1143,Hyperlane,https://retrolist.app/project/0xa47182d330bd0c5c69b1418462f3f742099138f09bff057189cdd19676a6acd1,39276.37049278193,RetroFunding4,,hyperlane-xyz
1144,SwapMode,https://retrolist.app/project/0x491ffd3c2e4c25ab7fbdbefe0f5fc8dc2beee5ab801287b9c6c93c9c3c810463,39167.92206771245,RetroFunding4,,swapmode
1145,XSwap,https://retrolist.app/project/0x895299e2f466a5b500fbd80b8da1d2d2a9be6a71bcf772aed795aa0457e8baaa,38577.96215751927,RetroFunding4,,xswaplink
1146,BLOCKS,https://retrolist.app/project/0x306977dfc31135826a031cca8ffcb1f82d8f14c9371f0362274be1dfa984f373,38468.0970673196,RetroFunding4,,sixonchain-blocks
1147,Avantis,https://retrolist.app/project/0x6371518c95cfa543514e01a77d470c695fac36691cffa3a45e992b2c0cc6ba72,37664.12610378659,RetroFunding4,,avantis-labs
1148,Phi,https://retrolist.app/project/0xfb9c6b3dcd75e0d0f4e0b0d4b27a4e1398ec6147eb1af3499eb8b87145bfa709,36884.68566162184,RetroFunding4,,phi-labs-inc
1149,Gitcoin,https://retrolist.app/project/0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,36226.79259053566,RetroFunding4,,gitcoin
1150,Overnight Finance,https://retrolist.app/project/0xf900c29f3adf3153dbfbd974303e590850c0d2ced1966490c705290a63ffea1b,36109.53050934312,RetroFunding4,,overnight
1151,Alien Base,https://retrolist.app/project/0x4bf2ac1013cbae40d5fd671442d4bf276e389de415b4b070c5038b3e9851667d,32892.9714371237,RetroFunding4,,alienbase-xyz
1152,Ironclad Finance,https://retrolist.app/project/0x01d8c3bc48ed5f94c260dcc8698eb61f48b06f70b0596c65fbcb1f369c092be9,32877.38930132555,RetroFunding4,,granary
1153,Builder Protocol,https://retrolist.app/project/0x46cd8d30b17201a2c573336842ad0e4ee866eb51d885027efe9dff78bff1c086,31748.58327025045,RetroFunding4,,nouns-ourzora
1154,Reserve Protocol,https://retrolist.app/project/0xab1ddf597f6539acc5ad601c2a6d2899c0475cfd9cc3b837939b1084ba5d7a36,30868.820840598753,RetroFunding4,,reserve-protocol
1155,Beefy,https://retrolist.app/project/0x30769523b16315b6404ce3c6dbaf610028acdf3133dca8a4d427e0d19d3628c9,29956.708238236,RetroFunding4,,beefy-finance
1156,Gloom,https://retrolist.app/project/0xaf344305f30af57f984af95f7c8570fdfcf7520b55e605bb34095ba49f8a385a,29452.79314884472,RetroFunding4,,gloom-labs
1157,Ham,https://retrolist.app/project/0xe2cffffc3c00303412781c879691480a5e6e91f936ca073321babb01c6969080,28272.29662089561,RetroFunding4,,0xdeployer-ham
1158,Bored Town,https://retrolist.app/project/0x5316b19c17eba417d70b924baa6a1c467b14069968424d14fcf1409f2a308873,28157.38402800316,RetroFunding4,,bored-town
1159,Wormhole Foundation,https://retrolist.app/project/0x35e2308213d675d5c25463a80fd318c2ae2478f47c4fabc854f23ac40df196c5,28129.68915203869,RetroFunding4,,wormhole
1160,L2Pass,https://retrolist.app/project/0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,27255.34391443164,RetroFunding4,,l2pass
1161,NFT HOOK,https://retrolist.app/project/0x37c2292c6316d1f9b796c3eeac2049e38f31eb3dee37db0e7987854de1b001d0,27168.033821845496,RetroFunding4,,nfthook
1162,Gamma,https://retrolist.app/project/0x20528d941017e017af28e86bd57bec2c7c5467e6ed952941502e04493a966cb3,27117.89892148985,RetroFunding4,,gammastrategies
1163,SwapBased,https://retrolist.app/project/0x8595f830f4d1716621d19bca6394f304837133fb473d8fcd1699e84402df1409,26670.62376269096,RetroFunding4,,swapbased
1164,Catalog Radio,https://retrolist.app/project/0x8c0d39ff0da67bf02e286f0d9e92da3470476333f185cc72c1db4923ace41901,26499.39855352986,RetroFunding4,,catalogworks
1165,Hedgey,https://retrolist.app/project/0x928dcd931ff2bc44a5d3b15c500adfbf8d3e3a89e4936823e0b3f053c38f978c,26414.308311782945,RetroFunding4,,hedgey-finance
1166,Sturdy,https://retrolist.app/project/0x4b987d79912367ada6c3fa1bf6ad1daa6d164078f8c5efc8db2128b9231087a9,24878.944100185945,RetroFunding4,,sturdyfi
